size,sort_type,input_type,micro_time,comparisons
308,hybrid,random,119.28,23803.5
309,insertion,ascending,0,308
309,merge,ascending,19.94,1358
309,hybrid,ascending,0,308
309,insertion,descending,119.64,47894
309,merge,descending,159.52,1220
309,hybrid,descending,59.82,47894
309,insertion,random,0,23874.7
309,merge,random,79.76,2171.7
309,hybrid,random,39.88,24197.7
310,insertion,ascending,0,309
310,merge,ascending,39.88,1363
310,hybrid,ascending,0,309
310,insertion,descending,99.7,48204
310,merge,descending,59.88,1225
310,hybrid,descending,219.26,48204
310,insertion,random,79.76,24326.8
310,merge,random,0,2184.3
310,hybrid,random,0,23992.4
311,insertion,ascending,0,310
311,merge,ascending,0,1368
311,hybrid,ascending,0,310
311,insertion,descending,0,48515
311,merge,descending,0,1230
311,hybrid,descending,79.76,48515
311,insertion,random,119.64,24389
311,merge,random,119.64,2190.4
311,hybrid,random,139.58,24570.4
312,insertion,ascending,0,311
312,merge,ascending,39.88,1372
312,hybrid,ascending,0,311
312,insertion,descending,219.34,48827
312,merge,descending,39.88,1236
312,hybrid,descending,139.58,48827
312,insertion,random,0,24293.8
312,merge,random,0,2199.64
312,hybrid,random,39.88,24226.9
313,insertion,ascending,0,312
313,merge,ascending,0,1378
313,hybrid,ascending,0,312
313,insertion,descending,0,49140
313,merge,descending,0,1240
313,hybrid,descending,179.46,49140
313,insertion,random,219.34,24686.5
313,merge,random,19.94,2208.24
313,hybrid,random,0,24657.2
314,insertion,ascending,0,313
314,merge,ascending,0,1383
314,hybrid,ascending,0,313
314,insertion,descending,0,49454
314,merge,descending,0,1245
314,hybrid,descending,0,49454
314,insertion,random,139.58,24856.2
314,merge,random,199.4,2214.44
314,hybrid,random,79.76,24820.5
315,insertion,ascending,0,314
315,merge,ascending,99.7,1388
315,hybrid,ascending,0,314
315,insertion,descending,319.04,49769
315,merge,descending,0,1250
315,hybrid,descending,0,49769
315,insertion,random,0,24969.3
315,merge,random,59.82,2223.08
315,hybrid,random,0,24982.1
316,insertion,ascending,0,315
316,merge,ascending,0,1392
316,hybrid,ascending,0,315
316,insertion,descending,0,50085
316,merge,descending,59.82,1256
316,hybrid,descending,259.22,50085
316,insertion,random,0,25196
316,merge,random,59.82,2233.32
316,hybrid,random,99.7,25300.1
317,insertion,ascending,0,316
317,merge,ascending,99.7,1397
317,hybrid,ascending,19.94,316
317,insertion,descending,239.28,50402
317,merge,descending,0,1261
317,hybrid,descending,0,50402
317,insertion,random,0,25303.7
317,merge,random,19.94,2239.08
317,hybrid,random,119.64,25216.5
318,insertion,ascending,0,317
318,merge,ascending,39.9,1401
318,hybrid,ascending,0,317
318,insertion,descending,119.64,50720
318,merge,descending,39.88,1267
318,hybrid,descending,119.64,50720
318,insertion,random,19.94,25591.9
318,merge,random,99.68,2251.44
318,hybrid,random,39.88,25398.4
319,insertion,ascending,0,318
319,merge,ascending,39.88,1405
319,hybrid,ascending,0,318
319,insertion,descending,199.36,51039
319,merge,descending,39.92,1273
319,hybrid,descending,179.46,51039
319,insertion,random,0,25507.2
319,merge,random,19.94,2259.88
319,hybrid,random,0,25811.9
320,insertion,ascending,0,319
320,merge,ascending,19.94,1408
320,hybrid,ascending,0,319
320,insertion,descending,99.7,51359
320,merge,descending,19.94,1280
320,hybrid,descending,99.7,51359
320,insertion,random,79.76,25698.2
320,merge,random,59.82,2266.16
320,hybrid,random,99.7,25575.3
321,insertion,ascending,0,320
321,merge,ascending,39.88,1416
321,hybrid,ascending,0,320
321,insertion,descending,139.58,51680
321,merge,descending,19.94,1282
321,hybrid,descending,79.76,51680
321,insertion,random,79.76,26007.6
321,merge,random,79.76,2276.56
321,hybrid,random,79.76,25865.3
322,insertion,ascending,0,321
322,merge,ascending,19.94,1423
322,hybrid,ascending,0,321
322,insertion,descending,139.58,52002
322,merge,descending,39.88,1285
322,hybrid,descending,139.58,52002
322,insertion,random,59.8,26232.3
322,merge,random,19.94,2283.56
322,hybrid,random,79.76,26263
323,insertion,ascending,0,322
323,merge,ascending,19.94,1430
323,hybrid,ascending,19.94,322
323,insertion,descending,179.46,52325
323,merge,descending,39.86,1288
323,hybrid,descending,99.7,52325
323,insertion,random,59.82,26353.5
323,merge,random,19.94,2291.18
323,hybrid,random,39.88,26130.2
324,insertion,ascending,0,323
324,merge,ascending,39.88,1436
324,hybrid,ascending,0,323
324,insertion,descending,119.58,52649
324,merge,descending,19.94,1292
324,hybrid,descending,139.52,52649
324,insertion,random,99.8,26443.7
324,merge,random,59.82,2301.46
324,hybrid,random,39.88,26414.4
325,insertion,ascending,0,324
325,merge,ascending,59.82,1443
325,hybrid,ascending,0,324
325,insertion,descending,159.26,52974
325,merge,descending,0,1295
325,hybrid,descending,119.88,52974
325,insertion,random,99.7,26547.9
325,merge,random,39.88,2310.62
325,hybrid,random,59.8,26534.4
326,insertion,ascending,0,325
326,merge,ascending,19.96,1449
326,hybrid,ascending,0,325
326,insertion,descending,119.64,53300
326,merge,descending,59.82,1299
326,hybrid,descending,139.58,53300
326,insertion,random,39.88,27053.2
326,merge,random,59.8,2320.76
326,hybrid,random,99.7,26674.5
327,insertion,ascending,0,326
327,merge,ascending,19.94,1455
327,hybrid,ascending,0,326
327,insertion,descending,119.64,53627
327,merge,descending,59.82,1303
327,hybrid,descending,119.64,53627
327,insertion,random,59.82,26961.1
327,merge,random,79.76,2329.82
327,hybrid,random,79.76,26818.5
328,insertion,ascending,0,327
328,merge,ascending,19.94,1460
328,hybrid,ascending,0,327
328,insertion,descending,119.64,53955
328,merge,descending,39.88,1308
328,hybrid,descending,139.58,53955
328,insertion,random,59.82,27156.9
328,merge,random,39.88,2334.12
328,hybrid,random,79.76,27009.3
329,insertion,ascending,0,328
329,merge,ascending,19.94,1467
329,hybrid,ascending,0,328
329,insertion,descending,159.52,54284
329,merge,descending,0,1311
329,hybrid,descending,139.58,54284
329,insertion,random,79.76,27115
329,merge,random,79.76,2346.24
329,hybrid,random,59.82,27077
330,insertion,ascending,0,329
330,merge,ascending,39.88,1473
330,hybrid,ascending,0,329
330,insertion,descending,179.46,54614
330,merge,descending,39.88,1315
330,hybrid,descending,119.64,54614
330,insertion,random,79.76,27708.1
330,merge,random,19.94,2352.04
330,hybrid,random,59.82,27644.8
331,insertion,ascending,0,330
331,merge,ascending,39.88,1479
331,hybrid,ascending,0,330
331,insertion,descending,139.58,54945
331,merge,descending,39.88,1319
331,hybrid,descending,119.64,54945
331,insertion,random,59.82,27807.9
331,merge,random,59.82,2362.66
331,hybrid,random,39.88,27307.8
332,insertion,ascending,0,331
332,merge,ascending,0,1484
332,hybrid,ascending,0,331
332,insertion,descending,159.52,55277
332,merge,descending,19.94,1324
332,hybrid,descending,119.64,55277
332,insertion,random,39.88,28012.2
332,merge,random,59.82,2365.88
332,hybrid,random,99.7,27574.3
333,insertion,ascending,0,332
333,merge,ascending,19.94,1490
333,hybrid,ascending,0,332
333,insertion,descending,119.62,55610
333,merge,descending,59.82,1328
333,hybrid,descending,139.58,55610
333,insertion,random,79.76,27741.9
333,merge,random,39.88,2377.88
333,hybrid,random,79.76,27859.8
334,insertion,ascending,0,333
334,merge,ascending,19.94,1495
334,hybrid,ascending,0,333
334,insertion,descending,119.64,55944
334,merge,descending,0,1333
334,hybrid,descending,199.4,55944
334,insertion,random,0,28396.5
334,merge,random,99.7,2387.78
334,hybrid,random,79.76,28335.5
335,insertion,ascending,0,334
335,merge,ascending,19.94,1500
335,hybrid,ascending,0,334
335,insertion,descending,119.64,56279
335,merge,descending,79.76,1338
335,hybrid,descending,119.64,56279
335,insertion,random,59.82,28116.3
335,merge,random,19.94,2396.36
335,hybrid,random,99.7,28374.3
336,insertion,ascending,0,335
336,merge,ascending,59.82,1504
336,hybrid,ascending,0,335
336,insertion,descending,119.64,56615
336,merge,descending,39.88,1344
336,hybrid,descending,139.58,56615
336,insertion,random,39.88,28197.6
336,merge,random,79.76,2403.86
336,hybrid,random,59.82,28746.5
337,insertion,ascending,0,336
337,merge,ascending,19.94,1511
337,hybrid,ascending,0,336
337,insertion,descending,139.58,56952
337,merge,descending,0,1347
337,hybrid,descending,139.58,56952
337,insertion,random,79.76,28469.7
337,merge,random,39.88,2413.08
337,hybrid,random,79.76,28616.8
338,insertion,ascending,0,337
338,merge,ascending,19.94,1517
338,hybrid,ascending,0,337
338,insertion,descending,139.58,57290
338,merge,descending,59.82,1351
338,hybrid,descending,119.64,57290
338,insertion,random,39.88,28620.1
338,merge,random,39.88,2419.54
338,hybrid,random,99.7,28672.9
339,insertion,ascending,0,338
339,merge,ascending,0,1523
339,hybrid,ascending,0,338
339,insertion,descending,179.46,57629
339,merge,descending,0,1355
339,hybrid,descending,179.46,57629
339,insertion,random,39.88,28870.2
339,merge,random,119.64,2430.46
339,hybrid,random,59.82,28746.5
340,insertion,ascending,0,339
340,merge,ascending,79.76,1528
340,hybrid,ascending,0,339
340,insertion,descending,139.58,57969
340,merge,descending,39.88,1360
340,hybrid,descending,119.64,57969
340,insertion,random,39.88,29287.1
340,merge,random,99.7,2441.2
340,hybrid,random,19.94,29154.9
341,insertion,ascending,0,340
341,merge,ascending,59.82,1534
341,hybrid,ascending,0,340
341,insertion,descending,119.64,58310
341,merge,descending,59.82,1364
341,hybrid,descending,139.58,58310
341,insertion,random,59.82,29337.6
341,merge,random,79.76,2446.72
341,hybrid,random,59.82,29155.6
342,insertion,ascending,0,341
342,merge,ascending,39.88,1539
342,hybrid,ascending,0,341
342,insertion,descending,159.52,58652
342,merge,descending,39.88,1369
342,hybrid,descending,119.64,58652
342,insertion,random,39.88,29651.4
342,merge,random,39.88,2454.76
342,hybrid,random,59.82,29283.7
343,insertion,ascending,0,342
343,merge,ascending,59.82,1544
343,hybrid,ascending,0,342
343,insertion,descending,139.58,58995
343,merge,descending,19.94,1374
343,hybrid,descending,139.58,58995
343,insertion,random,59.82,29617.3
343,merge,random,59.82,2463.1
343,hybrid,random,79.76,29810.3
344,insertion,ascending,0,343
344,merge,ascending,99.7,1548
344,hybrid,ascending,0,343
344,insertion,descending,99.7,59339
344,merge,descending,79.76,1380
344,hybrid,descending,99.7,59339
344,insertion,random,79.76,29868.1
344,merge,random,19.94,2475.76
344,hybrid,random,59.82,30094.1
345,insertion,ascending,0,344
345,merge,ascending,39.9,1554
345,hybrid,ascending,39.88,344
345,insertion,descending,39.88,59684
345,merge,descending,99.66,1384
345,hybrid,descending,159.52,59684
345,insertion,random,59.82,30114
345,merge,random,79.7,2484.22
345,hybrid,random,119.64,30023.9
346,insertion,ascending,0,345
346,merge,ascending,39.88,1559
346,hybrid,ascending,0,345
346,insertion,descending,159.62,60030
346,merge,descending,59.7,1389
346,hybrid,descending,139.58,60030
346,insertion,random,59.82,30265.8
346,merge,random,59.82,2491.2
346,hybrid,random,59.82,30195.2
347,insertion,ascending,19.94,346
347,merge,ascending,59.84,1564
347,hybrid,ascending,0,346
347,insertion,descending,99.96,60377
347,merge,descending,79.76,1394
347,hybrid,descending,99.7,60377
347,insertion,random,119.36,30466.1
347,merge,random,39.88,2499.44
347,hybrid,random,59.8,30517.5
348,insertion,ascending,0,347
348,merge,ascending,79.74,1568
348,hybrid,ascending,0,347
348,insertion,descending,59.82,60725
348,merge,descending,99.72,1400
348,hybrid,descending,79.76,60725
348,insertion,random,159.52,30546.7
348,merge,random,19.94,2509.72
348,hybrid,random,59.82,30736.7
349,insertion,ascending,19.92,348
349,merge,ascending,19.94,1573
349,hybrid,ascending,0,348
349,insertion,descending,119.42,61074
349,merge,descending,79.76,1405
349,hybrid,descending,99.7,61074
349,insertion,random,79.76,30843.1
349,merge,random,0,2517.66
349,hybrid,random,159.52,30707.6
350,insertion,ascending,0,349
350,merge,ascending,59.82,1577
350,hybrid,ascending,0,349
350,insertion,descending,159.52,61424
350,merge,descending,19.94,1411
350,hybrid,descending,159.52,61424
350,insertion,random,59.82,30756.1
350,merge,random,39.88,2526.32
350,hybrid,random,99.7,30851.8
351,insertion,ascending,0,350
351,merge,ascending,0,1581
351,hybrid,ascending,0,350
351,insertion,descending,199.4,61775
351,merge,descending,0,1417
351,hybrid,descending,199.4,61775
351,insertion,random,19.94,30625.7
351,merge,random,39.88,2534.32
351,hybrid,random,119.64,31080.4
352,insertion,ascending,0,351
352,merge,ascending,39.9,1584
352,hybrid,ascending,0,351
352,insertion,descending,119.64,62127
352,merge,descending,39.88,1424
352,hybrid,descending,119.64,62127
352,insertion,random,119.62,31196.9
352,merge,random,0,2542.3
352,hybrid,random,139.58,31054.3
353,insertion,ascending,0,352
353,merge,ascending,19.94,1591
353,hybrid,ascending,0,352
353,insertion,descending,179.46,62480
353,merge,descending,19.94,1427
353,hybrid,descending,139.58,62480
353,insertion,random,39.88,31380.5
353,merge,random,59.82,2553.58
353,hybrid,random,79.76,31105.6
354,insertion,ascending,0,353
354,merge,ascending,59.84,1597
354,hybrid,ascending,0,353
354,insertion,descending,119.64,62834
354,merge,descending,39.88,1431
354,hybrid,descending,159.52,62834
354,insertion,random,19.92,31738.7
354,merge,random,59.82,2558.4
354,hybrid,random,79.76,31718.1
355,insertion,ascending,0,354
355,merge,ascending,59.82,1603
355,hybrid,ascending,0,354
355,insertion,descending,139.58,63189
355,merge,descending,19.94,1435
355,hybrid,descending,159.52,63189
355,insertion,random,99.7,31691.4
355,merge,random,39.88,2567.34
355,hybrid,random,79.76,31869.6
356,insertion,ascending,0,355
356,merge,ascending,19.96,1608
356,hybrid,ascending,0,355
356,insertion,descending,159.52,63545
356,merge,descending,39.88,1440
356,hybrid,descending,159.52,63545
356,insertion,random,59.8,32157.4
356,merge,random,79.76,2578.42
356,hybrid,random,79.76,31887.7
357,insertion,ascending,0,356
357,merge,ascending,0,1614
357,hybrid,ascending,0,356
357,insertion,descending,159.52,63902
357,merge,descending,79.76,1444
357,hybrid,descending,139.58,63902
357,insertion,random,79.76,32226.9
357,merge,random,39.88,2585.5
357,hybrid,random,99.7,31642.9
358,insertion,ascending,19.94,357
358,merge,ascending,39.9,1619
358,hybrid,ascending,0,357
358,insertion,descending,199.4,64260
358,merge,descending,0,1449
358,hybrid,descending,139.58,64260
358,insertion,random,79.74,32467.1
358,merge,random,79.76,2592.52
358,hybrid,random,39.88,32381.7
359,insertion,ascending,0,358
359,merge,ascending,19.94,1624
359,hybrid,ascending,0,358
359,insertion,descending,179.42,64619
359,merge,descending,59.82,1454
359,hybrid,descending,139.86,64619
359,insertion,random,99.42,32632.1
359,merge,random,19.94,2600.7
359,hybrid,random,99.7,32585.6
360,insertion,ascending,0,359
360,merge,ascending,19.94,1628
360,hybrid,ascending,0,359
360,insertion,descending,159.52,64979
360,merge,descending,39.88,1460
360,hybrid,descending,159.52,64979
360,insertion,random,79.76,32611.3
360,merge,random,79.76,2612.98
360,hybrid,random,99.7,32894.5
361,insertion,ascending,0,360
361,merge,ascending,19.94,1634
361,hybrid,ascending,19.94,360
361,insertion,descending,119.64,65340
361,merge,descending,99.7,1464
361,hybrid,descending,119.64,65340
361,insertion,random,79.74,32708.8
361,merge,random,39.88,2624.06
361,hybrid,random,99.7,32679.4
362,insertion,ascending,0,361
362,merge,ascending,59.82,1639
362,hybrid,ascending,0,361
362,insertion,descending,139.58,65702
362,merge,descending,39.88,1469
362,hybrid,descending,119.64,65702
362,insertion,random,119.64,33063
362,merge,random,59.82,2629.08
362,hybrid,random,79.76,32870.3
363,insertion,ascending,0,362
363,merge,ascending,59.82,1644
363,hybrid,ascending,0,362
363,insertion,descending,159.52,66065
363,merge,descending,19.94,1474
363,hybrid,descending,179.46,66065
363,insertion,random,79.76,33388.8
363,merge,random,39.88,2638.12
363,hybrid,random,79.76,33176.7
364,insertion,ascending,0,363
364,merge,ascending,39.88,1648
364,hybrid,ascending,0,363
364,insertion,descending,179.46,66429
364,merge,descending,39.88,1480
364,hybrid,descending,139.58,66429
364,insertion,random,99.7,33161.5
364,merge,random,39.88,2645.9
364,hybrid,random,79.76,33405
365,insertion,ascending,0,364
365,merge,ascending,39.88,1653
365,hybrid,ascending,0,364
365,insertion,descending,179.44,66794
365,merge,descending,19.94,1485
365,hybrid,descending,159.52,66794
365,insertion,random,119.64,33565.2
365,merge,random,79.76,2657.28
365,hybrid,random,59.82,33548.1
366,insertion,ascending,0,365
366,merge,ascending,39.88,1657
366,hybrid,ascending,0,365
366,insertion,descending,159.52,67160
366,merge,descending,19.94,1491
366,hybrid,descending,179.46,67160
366,insertion,random,99.7,33989.3
366,merge,random,39.88,2660.72
366,hybrid,random,79.76,33958
367,insertion,ascending,0,366
367,merge,ascending,19.94,1661
367,hybrid,ascending,0,366
367,insertion,descending,139.58,67527
367,merge,descending,59.96,1497
367,hybrid,descending,159.52,67527
367,insertion,random,79.76,34101.2
367,merge,random,79.62,2673.82
367,hybrid,random,79.76,33943.3
368,insertion,ascending,0,367
368,merge,ascending,59.82,1664
368,hybrid,ascending,0,367
368,insertion,descending,119.64,67895
368,merge,descending,19.94,1504
368,hybrid,descending,199.4,67895
368,insertion,random,79.76,34257.4
368,merge,random,39.88,2681.58
368,hybrid,random,119.64,34087.2
369,insertion,ascending,0,368
369,merge,ascending,59.82,1670
369,hybrid,ascending,0,368
369,insertion,descending,119.64,68264
369,merge,descending,59.82,1508
369,hybrid,descending,179.46,68264
369,insertion,random,39.88,34130.9
369,merge,random,59.82,2689.82
369,hybrid,random,99.7,34627
370,insertion,ascending,0,369
370,merge,ascending,39.88,1675
370,hybrid,ascending,0,369
370,insertion,descending,219.34,68634
370,merge,descending,59.84,1513
370,hybrid,descending,139.58,68634
370,insertion,random,99.7,34053.9
370,merge,random,59.8,2694.58
370,hybrid,random,19.94,34592.8
371,insertion,ascending,0,370
371,merge,ascending,59.82,1680
371,hybrid,ascending,0,370
371,insertion,descending,119.64,69005
371,merge,descending,99.7,1518
371,hybrid,descending,139.58,69005
371,insertion,random,19.94,34757.5
371,merge,random,119.64,2705.66
371,hybrid,random,39.88,34586
372,insertion,ascending,0,371
372,merge,ascending,99.7,1684
372,hybrid,ascending,0,371
372,insertion,descending,119.64,69377
372,merge,descending,79.76,1524
372,hybrid,descending,139.58,69377
372,insertion,random,79.76,34438.4
372,merge,random,59.82,2714.92
372,hybrid,random,79.76,35296.2
373,insertion,ascending,0,372
373,merge,ascending,39.88,1689
373,hybrid,ascending,0,372
373,insertion,descending,159.52,69750
373,merge,descending,39.9,1529
373,hybrid,descending,199.4,69750
373,insertion,random,59.82,35172.8
373,merge,random,59.82,2726.8
373,hybrid,random,99.7,35169
374,insertion,ascending,0,373
374,merge,ascending,59.82,1693
374,hybrid,ascending,0,373
374,insertion,descending,199.38,70124
374,merge,descending,0,1535
374,hybrid,descending,199.4,70124
374,insertion,random,59.82,35256.9
374,merge,random,59.84,2733.32
374,hybrid,random,59.82,35221.4
375,insertion,ascending,0,374
375,merge,ascending,39.88,1697
375,hybrid,ascending,0,374
375,insertion,descending,159.5,70499
375,merge,descending,59.82,1541
375,hybrid,descending,179.44,70499
375,insertion,random,99.7,35443.9
375,merge,random,99.72,2742.74
375,hybrid,random,59.82,35435.7
376,insertion,ascending,0,375
376,merge,ascending,79.76,1700
376,hybrid,ascending,0,375
376,insertion,descending,179.46,70875
376,merge,descending,0,1548
376,hybrid,descending,239.28,70875
376,insertion,random,39.88,35866.8
376,merge,random,99.7,2749.3
376,hybrid,random,59.82,35539.4
377,insertion,ascending,0,376
377,merge,ascending,99.68,1705
377,hybrid,ascending,0,376
377,insertion,descending,99.68,71252
377,merge,descending,99.74,1553
377,hybrid,descending,139.58,71252
377,insertion,random,119.58,35759.5
377,merge,random,79.8,2760.14
377,hybrid,random,59.84,35767.3
378,insertion,ascending,0,377
378,merge,ascending,59.8,1709
378,hybrid,ascending,0,377
378,insertion,descending,179.48,71630
378,merge,descending,59.82,1559
378,hybrid,descending,159.52,71630
378,insertion,random,99.7,36061.7
378,merge,random,59.82,2768.42
378,hybrid,random,59.82,35930.8
379,insertion,ascending,0,378
379,merge,ascending,59.82,1713
379,hybrid,ascending,19.94,378
379,insertion,descending,139.58,72009
379,merge,descending,59.82,1565
379,hybrid,descending,179.46,72009
379,insertion,random,79.76,36128.7
379,merge,random,39.88,2778.52
379,hybrid,random,99.7,36412.4
380,insertion,ascending,0,379
380,merge,ascending,59.82,1716
380,hybrid,ascending,0,379
380,insertion,descending,219.32,72389
380,merge,descending,39.88,1572
380,hybrid,descending,159.52,72389
380,insertion,random,79.76,36334.8
380,merge,random,59.82,2786.7
380,hybrid,random,79.76,36617.2
381,insertion,ascending,0,380
381,merge,ascending,39.88,1720
381,hybrid,ascending,0,380
381,insertion,descending,139.58,72770
381,merge,descending,59.84,1578
381,hybrid,descending,199.4,72770
381,insertion,random,79.76,36917.2
381,merge,random,59.82,2794.3
381,hybrid,random,99.7,36687
382,insertion,ascending,0,381
382,merge,ascending,19.94,1723
382,hybrid,ascending,0,381
382,insertion,descending,199.4,73152
382,merge,descending,19.94,1585
382,hybrid,descending,179.46,73152
382,insertion,random,99.7,36860.8
382,merge,random,19.94,2800.68
382,hybrid,random,119.64,36674.5
383,insertion,ascending,0,382
383,merge,ascending,19.94,1726
383,hybrid,ascending,0,382
383,insertion,descending,179.46,73535
383,merge,descending,0,1592
383,hybrid,descending,199.4,73535
383,insertion,random,119.64,37145.1
383,merge,random,59.82,2808.88
383,hybrid,random,79.76,37196.6
384,insertion,ascending,0,383
384,merge,ascending,19.94,1728
384,hybrid,ascending,0,383
384,insertion,descending,199.4,73919
384,merge,descending,19.94,1600
384,hybrid,descending,179.46,73919
384,insertion,random,119.64,37369.8
384,merge,random,99.7,2816.14
384,hybrid,random,59.82,36946.9
385,insertion,ascending,0,384
385,merge,ascending,19.96,1736
385,hybrid,ascending,0,384
385,insertion,descending,159.52,74304
385,merge,descending,19.94,1602
385,hybrid,descending,179.44,74304
385,insertion,random,79.76,37498.1
385,merge,random,79.76,2832.96
385,hybrid,random,99.7,37547.1
386,insertion,ascending,0,385
386,merge,ascending,59.82,1743
386,hybrid,ascending,0,385
386,insertion,descending,159.52,74690
386,merge,descending,59.82,1605
386,hybrid,descending,159.52,74690
386,insertion,random,59.82,37663.9
386,merge,random,39.88,2834.7
386,hybrid,random,79.76,37208.5
387,insertion,ascending,0,386
387,merge,ascending,99.7,1750
387,hybrid,ascending,0,386
387,insertion,descending,179.46,75077
387,merge,descending,0,1608
387,hybrid,descending,159.52,75077
387,insertion,random,119.64,37486.9
387,merge,random,39.88,2846.52
387,hybrid,random,79.76,37557.9
388,insertion,ascending,0,387
388,merge,ascending,39.88,1756
388,hybrid,ascending,0,387
388,insertion,descending,159.5,75465
388,merge,descending,99.7,1612
388,hybrid,descending,139.58,75465
388,insertion,random,99.7,38000.4
388,merge,random,59.82,2850
388,hybrid,random,119.64,37840.3
389,insertion,ascending,0,388
389,merge,ascending,39.88,1763
389,hybrid,ascending,0,388
389,insertion,descending,179.46,75854
389,merge,descending,39.9,1615
389,hybrid,descending,179.46,75854
389,insertion,random,99.68,38161.8
389,merge,random,59.82,2860.42
389,hybrid,random,79.76,38319.2
390,insertion,ascending,0,389
390,merge,ascending,59.82,1769
390,hybrid,ascending,0,389
390,insertion,descending,179.46,76244
390,merge,descending,59.8,1619
390,hybrid,descending,159.52,76244
390,insertion,random,79.76,38618.9
390,merge,random,59.82,2868.84
390,hybrid,random,79.76,38540.8
391,insertion,ascending,0,390
391,merge,ascending,79.76,1775
391,hybrid,ascending,0,390
391,insertion,descending,179.44,76635
391,merge,descending,19.94,1623
391,hybrid,descending,159.52,76635
391,insertion,random,59.82,38537.4
391,merge,random,79.78,2882.14
391,hybrid,random,59.82,38481.9
392,insertion,ascending,0,391
392,merge,ascending,0,1780
392,hybrid,ascending,0,391
392,insertion,descending,199.4,77027
392,merge,descending,79.76,1628
392,hybrid,descending,179.46,77027
392,insertion,random,99.7,38872.3
392,merge,random,39.88,2887.58
392,hybrid,random,79.76,38855.8
393,insertion,ascending,0,392
393,merge,ascending,39.88,1787
393,hybrid,ascending,0,392
393,insertion,descending,179.46,77420
393,merge,descending,39.88,1631
393,hybrid,descending,159.5,77420
393,insertion,random,119.64,38565.6
393,merge,random,39.88,2900.56
393,hybrid,random,139.58,39094.1
394,insertion,ascending,0,393
394,merge,ascending,0,1793
394,hybrid,ascending,0,393
394,insertion,descending,199.4,77814
394,merge,descending,39.88,1635
394,hybrid,descending,219.36,77814
394,insertion,random,99.7,39309.8
394,merge,random,59.8,2908
394,hybrid,random,79.76,39052.3
395,insertion,ascending,0,394
395,merge,ascending,39.88,1799
395,hybrid,ascending,0,394
395,insertion,descending,199.68,78209
395,merge,descending,119.36,1639
395,hybrid,descending,199.36,78209
395,insertion,random,79.76,39094.5
395,merge,random,39.88,2915.7
395,hybrid,random,119.64,39105.7
396,insertion,ascending,0,395
396,merge,ascending,19.94,1804
396,hybrid,ascending,0,395
396,insertion,descending,179.46,78605
396,merge,descending,39.88,1644
396,hybrid,descending,179.46,78605
396,insertion,random,79.76,39336.5
396,merge,random,79.76,2925.62
396,hybrid,random,139.58,39161
397,insertion,ascending,19.94,396
397,merge,ascending,19.94,1810
397,hybrid,ascending,0,396
397,insertion,descending,179.46,79002
397,merge,descending,59.82,1648
397,hybrid,descending,199.4,79002
397,insertion,random,79.76,39357.8
397,merge,random,59.82,2935.1
397,hybrid,random,119.64,39784.4
398,insertion,ascending,0,397
398,merge,ascending,19.94,1815
398,hybrid,ascending,0,397
398,insertion,descending,219.34,79400
398,merge,descending,39.88,1653
398,hybrid,descending,179.46,79400
398,insertion,random,99.7,39922.8
398,merge,random,59.82,2942.42
398,hybrid,random,119.64,39739.8
399,insertion,ascending,0,398
399,merge,ascending,79.76,1820
399,hybrid,ascending,0,398
399,insertion,descending,179.44,79799
399,merge,descending,39.88,1658
399,hybrid,descending,219.34,79799
399,insertion,random,99.7,39899.7
399,merge,random,39.88,2949.62
399,hybrid,random,79.76,40418
400,insertion,ascending,19.94,399
400,merge,ascending,39.88,1824
400,hybrid,ascending,0,399
400,insertion,descending,199.4,80199
400,merge,descending,59.82,1664
400,hybrid,descending,199.4,80199
400,insertion,random,99.7,40138.1
400,merge,random,99.7,2960.08
400,hybrid,random,59.82,40131.3
401,insertion,ascending,19.94,400
401,merge,ascending,0,1831
401,hybrid,ascending,0,400
401,insertion,descending,199.4,80600
401,merge,descending,19.94,1667
401,hybrid,descending,199.4,80600
401,insertion,random,179.44,40696
401,merge,random,19.94,2969.12
401,hybrid,random,139.58,40431.1
402,insertion,ascending,0,401
402,merge,ascending,59.82,1837
402,hybrid,ascending,0,401
402,insertion,descending,179.46,81002
402,merge,descending,39.88,1671
402,hybrid,descending,199.4,81002
402,insertion,random,99.7,40964.3
402,merge,random,79.76,2979.1
402,hybrid,random,99.7,40794.5
403,insertion,ascending,0,402
403,merge,ascending,39.88,1843
403,hybrid,ascending,0,402
403,insertion,descending,199.4,81405
403,merge,descending,59.82,1675
403,hybrid,descending,219.34,81405
403,insertion,random,59.82,40728.4
403,merge,random,59.82,2988.1
403,hybrid,random,79.76,40869.1
404,insertion,ascending,0,403
404,merge,ascending,79.78,1848
404,hybrid,ascending,0,403
404,insertion,descending,179.44,81809
404,merge,descending,39.86,1680
404,hybrid,descending,219.34,81809
404,insertion,random,79.76,41143.1
404,merge,random,79.76,3001.18
404,hybrid,random,79.76,40829.5
405,insertion,ascending,0,404
405,merge,ascending,19.94,1854
405,hybrid,ascending,0,404
405,insertion,descending,239.28,82214
405,merge,descending,59.84,1684
405,hybrid,descending,179.42,82214
405,insertion,random,119.64,41239.5
405,merge,random,39.88,3006.16
405,hybrid,random,139.58,40910.9
406,insertion,ascending,0,405
406,merge,ascending,59.82,1859
406,hybrid,ascending,0,405
406,insertion,descending,179.46,82620
406,merge,descending,39.88,1689
406,hybrid,descending,199.4,82620
